"X","Gender","Age","Education","Occupation","Income","q1k","q2k","q3k","q4k","Q5K1","Q5K2","Q5K3","Q5K4","Q5K5","Q5K6","Q6K","Q7K","Q8K","Q9K","Q10C1","Q10C2","Q10C3","Q10C4","Q10C5","Q10C6","Q10C7","Q11C1","Q11C2","Q11C3","Q11C4","Q11C5","Q12C1","Q12C2","Q12C3","Q12C4","Q12C5","Q12C6","Q13C1","Q13C2","Q13C3","Q13C4","Q13C5","Q14C","Q15C1","Q15C2","Q15C3","Q15C4","Q15C5","Q16P1","Q16P2","Q16P3","Q17P1","Q17P2","Q17P3","Q17P4","Q17P5","Q18I1","Q18I2","Q18I3","Q18I4","Q19C1","Q19C2","Q19C3","Q19C4","Q19c5","Q19c6"
106,2,39,3,2,2,1,1,4,1,1,1,0,1,0,1,1,3,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,4,6,5,3,1,1,1,0,0,1,1,1,1,1,1,0,1,0,2,2,2,2,2,4,2,3,2,5,3,2,4,1,6
107,2,16,1,1,2,2,1,4,2,0,0,0,1,0,0,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,4,1,3,2,5,6,1,1,0,1,0,2,1,1,1,1,1,0,1,1,2,2,2,2,2,3,3,3,3,1,2,5,3,4,6
108,2,45,3,4,3,1,1,3,1,1,1,0,0,0,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,4,5,1,3,6,2,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,4,5,2,6
109,2,43,3,2,3,2,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,5,6,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,5,5,5,5,2,1,3,4,5,6
110,2,15,1,1,2,1,1,2,2,0,0,0,0,0,0,1,2,4,2,4,2,1,1,1,1,1,1,1,1,1,1,4,5,3,6,1,2,1,0,0,1,1,1,0,0,0,0,1,0,1,0,2,2,1,1,2,5,5,5,5,1,5,4,3,2,6
111,2,36,3,2,3,1,1,4,2,1,1,0,0,0,1,1,2,1,2,2,1,2,2,1,1,2,1,1,1,1,1,5,4,2,3,6,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,3,2,2,2,2,3,3,3,3,3,4,2,5,1,6
112,1,16,1,1,2,2,1,2,2,1,1,1,1,1,1,2,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,3,5,4,2,6,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,3,3,2,3,3,2,3,2,2,1,2,4,5,3,6
113,1,15,1,1,2,2,1,2,1,0,0,0,0,0,1,1,3,2,2,1,1,2,3,1,1,2,3,1,1,1,1,1,3,5,2,4,6,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,2,2,2,3,5,5,5,5,2,1,4,3,5,6
114,2,43,3,4,3,2,1,4,1,1,1,1,1,0,0,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,4,6,3,1,1,1,0,0,1,1,1,1,1,1,1,0,1,2,2,1,1,1,4,4,5,5,1,3,4,2,5,6
115,2,35,2,2,2,2,1,3,1,0,1,0,1,0,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,5,1,4,6,0,1,1,1,0,1,1,1,1,1,0,1,0,1,3,2,2,2,3,2,2,3,4,5,3,4,2,1,6
116,2,16,1,1,2,2,1,2,1,1,1,1,1,1,1,1,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,6,2,4,5,1,1,1,0,0,1,0,0,0,0,1,1,1,1,2,2,2,2,2,4,3,4,5,2,1,4,3,5,6
117,2,24,2,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,1,2,6,0,1,1,1,0,1,1,1,1,1,1,0,1,1,2,2,1,1,1,5,5,5,5,5,2,4,3,1,6
118,2,15,1,1,1,2,1,1,2,1,1,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,5,3,1,2,6,4,0,1,0,1,1,2,1,1,1,1,1,0,1,1,2,3,2,2,2,3,3,3,3,5,1,2,3,4,6
119,2,16,1,1,2,5,1,4,1,1,1,1,1,0,1,1,3,1,2,2,1,2,2,1,1,1,1,1,1,1,1,5,3,6,4,2,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,2,2,3,5,3,5,5,2,3,4,5,1,6
120,2,16,1,1,2,1,1,3,2,1,1,0,1,0,1,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,5,6,4,1,3,2,1,0,0,1,1,2,0,0,0,0,1,0,1,0,3,3,3,3,3,2,4,2,5,2,1,3,4,5,6
121,2,16,1,1,2,1,1,2,2,0,0,0,0,0,1,2,3,1,2,2,3,1,2,1,2,1,2,1,1,1,1,6,3,5,4,2,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,2,3,1,3,3,4,4,3,3,4,1,5,2,6
122,2,27,2,3,2,1,1,4,1,1,1,0,1,0,0,1,3,4,2,1,1,3,3,1,1,1,1,1,1,1,1,4,5,3,2,6,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,2,2,1,2,3,5,5,5,3,2,1,3,5,4,6
123,1,15,1,1,2,2,1,3,2,1,0,0,0,0,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,4,6,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,1,1,5,5,5,5,2,3,4,5,1,6
124,1,16,1,1,2,2,1,3,1,1,1,0,0,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,3,5,6,4,2,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,3,3,3,2,3,3,5,4,5,5,1,3,4,2,6
125,2,25,2,2,2,1,1,2,1,1,1,1,1,0,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,1,4,5,1,1,1,0,0,1,1,1,1,1,1,0,0,1,2,2,2,2,2,5,1,5,5,5,1,2,3,4,6
126,2,37,2,2,3,2,1,3,2,1,1,0,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,4,3,5,6,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,2,1,2,4,4,4,4,4,1,2,5,3,6
127,1,13,1,1,2,1,1,1,1,1,1,1,1,0,0,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,6,2,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,5,1,4,2,3,6
128,2,19,2,1,2,2,1,3,1,1,1,0,0,0,1,1,3,1,2,1,1,2,2,1,1,1,1,1,1,1,1,3,4,6,1,5,2,0,1,1,0,1,1,0,0,0,0,1,0,1,0,2,2,1,1,2,3,3,3,5,5,2,4,3,1,6
129,2,16,1,1,2,2,1,3,2,1,0,1,1,0,1,2,2,3,1,1,1,1,1,2,1,2,1,1,1,1,1,1,6,5,4,2,3,0,1,1,1,0,1,0,0,0,0,1,0,0,1,2,2,1,1,2,5,5,5,5,1,2,4,3,5,6
130,2,16,1,1,2,5,3,1,1,1,0,0,1,0,1,2,3,2,2,1,2,2,2,1,1,1,1,1,1,1,1,4,1,5,6,2,3,0,1,0,1,1,2,0,0,0,0,1,1,0,0,1,1,2,1,3,5,5,5,5,2,1,5,3,4,6
131,2,15,1,1,2,2,1,3,1,1,1,1,1,0,0,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,6,1,5,4,1,1,0,1,0,2,0,0,0,0,1,0,1,0,2,2,2,2,3,5,3,4,5,3,1,5,4,2,6
132,2,16,1,1,2,2,1,3,1,1,1,0,0,0,0,1,3,1,2,2,1,2,2,2,2,1,1,1,1,1,1,6,5,4,2,3,1,1,1,1,0,0,2,0,0,0,0,1,0,0,1,2,2,1,1,3,3,3,4,5,5,2,3,4,1,6
133,2,15,1,1,2,1,1,2,2,0,0,0,1,1,1,1,2,1,1,2,2,2,2,4,1,1,1,1,1,1,1,6,5,4,1,3,2,0,1,1,0,1,1,1,0,1,0,1,1,0,1,2,2,1,1,2,4,5,5,5,5,1,4,3,2,6
134,2,16,1,1,2,1,1,4,2,1,1,0,1,0,1,1,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,4,3,5,2,1,1,1,0,0,1,0,0,1,1,1,0,1,0,2,3,2,2,2,2,1,2,1,3,1,5,4,2,6
135,2,37,3,4,2,1,1,4,1,1,0,0,0,0,0,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,5,4,3,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,4,5,3,6
136,2,16,1,1,2,2,1,4,1,0,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,4,6,2,3,5,1,1,1,0,0,1,0,0,0,0,1,0,1,0,2,2,2,2,1,5,5,5,5,1,2,5,4,3,6
137,2,16,1,1,2,2,1,1,1,1,0,1,1,0,0,1,3,4,2,1,2,2,2,1,1,2,1,3,3,1,1,1,5,2,6,4,3,0,1,1,0,1,1,0,0,0,0,1,0,1,0,2,3,3,3,3,4,4,4,4,5,4,2,3,1,6
138,2,34,3,2,3,2,1,3,1,1,1,0,1,1,1,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,5,6,3,4,2,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,2,2,2,2,3,1,2,2,2,5,1,2,3,4,6
139,2,16,1,1,2,1,1,3,2,1,1,0,1,0,0,2,2,1,2,1,2,3,2,2,1,1,1,1,1,1,1,1,2,3,5,6,4,1,1,1,0,0,1,0,0,0,0,1,1,0,1,2,2,2,2,1,5,4,5,5,5,4,2,3,1,6
140,1,16,1,1,2,1,1,2,2,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,6,5,4,3,1,2,0,1,1,1,0,2,0,0,0,0,1,0,0,1,3,3,4,3,2,2,2,2,2,3,1,2,4,5,6
141,1,47,2,2,3,2,1,4,1,1,1,1,1,0,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,6,4,5,3,1,1,1,0,0,1,1,0,0,0,0,1,0,0,2,2,1,1,2,5,5,5,5,3,2,1,4,5,6
142,2,46,2,2,3,2,1,1,2,1,1,1,1,1,1,1,2,3,1,1,1,2,2,1,1,1,1,1,1,1,1,6,5,1,3,4,2,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,4,5,3,6
143,2,23,2,1,2,2,1,3,2,1,1,0,0,1,1,1,2,2,2,1,1,2,3,1,1,1,1,1,1,1,1,5,4,6,2,3,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,2,1,2,2,1,1,1,2,1,4,1,3,5,2,6
144,2,22,2,1,2,2,1,3,1,1,1,0,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,1,1,3,4,6,5,2,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,2,2,1,2,1,5,5,5,5,1,2,5,4,3,6
145,1,32,3,2,2,2,1,3,1,1,1,0,0,0,0,1,3,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,5,6,3,0,1,1,0,1,1,1,1,1,0,1,0,1,0,2,2,1,1,1,5,5,5,5,5,3,1,4,2,6
146,2,15,1,1,2,1,1,4,2,1,1,1,1,0,0,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,5,4,6,2,3,1,0,1,1,1,0,2,0,0,0,0,1,0,1,0,3,2,1,2,1,3,1,2,1,4,1,5,2,3,6
147,1,40,2,4,2,2,1,3,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,0,5,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,3,3,3,3,5,5,5,5,2,3,1,4,5,6
148,2,17,1,1,2,2,1,4,1,1,1,0,1,1,1,1,2,4,2,2,3,2,3,1,1,1,1,2,1,1,2,2,4,6,5,3,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,2,2,1,2,3,4,5,4,5,5,2,4,3,1,6
149,2,15,1,1,3,2,1,2,1,1,1,0,1,0,0,1,2,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,3,2,6,4,5,0,1,1,0,1,2,0,0,1,0,1,0,1,0,2,2,1,1,3,3,4,5,5,3,2,5,4,1,6
150,2,35,3,2,2,2,1,3,2,1,1,1,1,1,1,1,3,2,2,1,1,2,2,1,1,2,1,1,1,1,1,3,4,5,1,6,2,1,0,1,1,0,1,1,0,1,1,1,1,0,1,2,2,1,2,3,4,5,4,4,1,2,4,5,3,6
151,2,49,2,2,2,1,1,4,2,1,1,0,0,0,1,2,3,4,2,2,1,2,2,2,2,2,1,1,1,1,1,1,3,4,2,5,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,2,2,4,1,2,3,3,1,2,1,2,3,4,5,6
152,1,17,1,1,2,2,1,3,1,1,1,0,0,0,1,1,2,2,2,2,3,2,3,1,1,1,1,1,1,2,1,6,5,4,1,3,2,1,0,0,1,1,1,0,0,0,0,1,0,1,0,2,2,1,2,3,4,4,5,5,5,1,2,3,4,6
153,2,36,3,4,4,1,1,4,2,0,0,0,0,0,0,1,2,4,2,2,1,2,2,2,2,2,1,1,1,1,1,1,5,4,3,6,2,0,1,1,0,1,1,0,0,1,0,0,0,1,0,3,3,3,3,3,3,3,3,3,5,1,3,4,2,6
154,2,36,2,2,2,1,1,2,1,0,0,0,0,0,1,1,2,3,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,6,3,4,5,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,2,1,1,1,1,3,1,1,3,1,4,5,2,6
155,2,30,3,3,2,2,1,4,1,0,1,0,0,0,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,3,5,4,1,6,2,0,1,1,0,1,2,0,0,0,0,1,0,0,1,2,2,2,2,1,3,2,5,5,5,4,1,3,2,6
156,2,16,1,1,2,2,1,3,1,1,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3,4,6,1,1,1,0,0,1,1,1,1,1,1,0,1,1,2,2,1,1,2,5,5,5,5,4,1,2,3,5,6
157,2,37,3,4,3,2,1,1,1,1,1,0,1,1,1,1,3,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,4,5,2,6,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,2,2,2,2,2,5,5,5,5,3,2,1,4,5,6
158,2,50,3,4,3,2,1,4,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,4,0,2,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,2,2,1,1,1,1,1,2,5,3,4,6
159,2,16,1,1,2,2,1,4,1,1,1,0,0,0,1,1,2,4,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,3,4,5,6,0,1,1,0,1,1,1,1,1,1,1,0,1,1,3,3,2,3,3,3,4,3,3,3,1,5,2,4,6
160,1,34,3,2,3,2,1,3,1,1,1,1,0,0,1,1,3,2,2,1,2,2,2,1,1,1,1,1,1,1,1,3,4,1,5,6,2,1,1,0,0,0,1,1,0,1,0,1,1,0,0,2,2,1,2,1,2,1,2,1,1,2,3,4,5,6
161,2,15,1,1,2,1,1,2,2,0,1,0,0,0,1,1,3,1,2,2,4,2,4,1,1,2,1,1,1,1,1,4,5,6,1,3,2,1,0,1,0,1,1,0,0,0,0,1,0,1,0,4,4,4,4,4,3,4,4,5,1,2,4,5,3,6
162,2,29,3,2,3,1,1,4,1,1,1,0,1,0,1,1,3,4,1,1,1,2,3,1,1,2,1,1,1,1,1,5,6,1,2,4,3,0,1,1,0,1,1,0,0,1,0,1,1,0,0,2,1,1,1,2,5,5,4,5,2,1,4,5,3,6
163,1,18,2,1,2,2,1,3,2,1,1,0,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,6,2,3,4,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,2,1,2,5,5,5,5,2,1,5,4,3,6
164,2,23,2,2,2,2,1,3,2,1,1,1,1,1,1,2,3,4,1,4,2,3,3,1,1,1,1,1,1,1,1,1,2,4,5,6,3,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,2,1,1,4,3,3,3,5,2,1,3,5,4,6
165,1,32,2,2,3,1,1,2,2,1,1,1,0,0,1,1,2,4,2,2,1,3,3,2,1,1,1,1,1,1,1,1,3,4,2,5,6,1,1,1,0,0,1,0,0,0,0,1,0,0,1,2,2,2,3,3,3,4,2,2,2,3,4,5,1,6
166,2,16,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,4,3,6,0,1,1,1,0,1,1,1,1,1,1,1,0,0,2,1,1,1,2,5,5,5,5,5,1,3,2,4,6
167,2,17,1,1,2,2,1,3,2,1,1,1,1,1,1,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,4,6,1,5,3,2,0,1,1,0,1,3,1,1,0,0,1,0,1,0,3,2,2,2,4,2,4,2,4,5,3,1,2,4,6
168,2,29,3,2,3,2,1,3,1,1,0,0,0,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,6,1,5,2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,5,5,5,5,3,1,4,2,5,6
169,2,25,2,4,3,1,1,4,1,1,1,0,1,0,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,3,4,5,0,1,1,1,0,0,3,1,1,1,1,1,0,1,0,3,3,2,1,2,2,2,2,1,4,2,3,5,1,6
170,2,30,2,2,3,2,1,3,1,1,1,1,1,1,1,1,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,6,5,4,2,3,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,3,2,1,2,1,5,5,5,5,5,1,3,4,2,6
171,2,16,1,1,2,2,1,4,1,1,1,1,1,0,0,1,1,3,2,1,1,2,2,1,1,1,1,1,1,1,1,4,1,3,6,5,2,0,1,1,0,1,1,0,0,0,0,1,1,0,0,2,3,1,2,3,5,5,5,5,4,1,2,3,5,6
172,2,37,2,4,2,5,1,3,1,1,1,0,1,0,0,1,1,1,2,1,2,3,1,2,1,1,1,1,1,1,1,2,3,5,0,4,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,2,2,1,1,2,1,1,5,5,1,4,2,5,3,6
173,1,16,1,1,2,5,1,4,1,1,1,1,0,0,1,1,2,4,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,5,6,3,4,0,1,1,0,1,1,1,1,1,1,1,0,1,0,3,3,1,2,3,3,4,4,5,5,1,2,3,4,6
174,2,16,1,1,2,2,1,4,1,0,0,0,0,0,1,1,2,4,2,1,1,2,2,2,2,2,2,1,1,1,1,6,5,1,2,4,3,1,1,1,0,0,2,0,0,0,0,1,1,1,0,2,1,1,2,4,5,5,5,4,5,1,3,2,4,6
175,1,27,3,2,2,2,1,4,2,1,1,0,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,5,3,4,6,1,1,0,0,1,1,1,0,0,1,1,0,1,0,2,2,3,2,4,3,3,4,2,1,2,4,5,3,6
176,2,36,3,2,2,5,1,3,1,1,1,1,1,1,1,1,3,2,2,1,2,1,2,2,1,1,1,1,1,1,1,3,2,1,4,5,6,0,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,4,3,2,4,3,4,4,5,4,2,3,1,6
177,2,22,2,1,2,1,1,4,1,1,1,0,0,0,0,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,5,4,6,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,2,3,1,0,0,0,0,0,0
178,1,16,1,1,2,2,1,1,1,0,0,0,0,0,1,1,3,4,2,2,2,2,2,2,2,2,1,2,1,1,1,5,6,4,2,3,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,2,2,2,2,2,4,4,4,4,2,1,3,4,5,6
179,2,16,1,1,2,2,1,3,1,1,1,0,0,0,1,1,3,1,1,2,2,2,1,2,2,1,1,1,1,1,1,4,5,3,1,2,6,0,1,1,0,1,1,0,0,0,0,1,0,1,0,2,2,1,2,2,5,5,5,5,3,2,5,4,1,6
180,2,22,1,3,2,1,1,4,1,1,1,0,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,6,2,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,2,3,2,2,3,5,5,3,4,5,3,4,2,1,6
181,2,27,2,2,3,2,1,4,1,1,1,1,1,0,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,6,5,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,2,2,2,2,2,1,1,1,1,1,4,3,5,2,6
182,1,45,2,4,3,2,1,3,1,0,1,0,0,0,1,1,3,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,5,4,6,3,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,2,1,1,2,1,4,2,5,3,1,6
183,2,38,2,2,3,1,1,4,1,1,1,1,1,0,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,5,4,6,3,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,2,1,1,1,1,1,4,5,2,3,1,6
184,2,28,3,4,2,1,1,3,1,1,1,0,1,0,1,1,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,4,6,5,1,3,2,0,1,1,0,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,3,3,3,2,4,5,1,6
185,1,37,2,2,2,2,1,4,1,1,1,1,1,0,0,1,2,4,2,2,1,2,2,1,2,1,1,1,1,1,1,5,4,6,2,3,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,2,2,3,2,2,3,3,3,4,1,4,5,3,2,6
186,2,20,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,3,1,2,6,4,5,1,1,1,0,0,1,1,0,1,0,1,0,1,0,2,2,3,3,4,4,3,2,3,2,1,3,4,5,6
187,2,32,3,2,2,1,1,4,1,0,0,0,0,0,1,1,2,4,2,1,1,1,2,2,2,1,1,1,1,2,1,4,6,3,1,5,2,1,1,0,0,1,2,1,1,1,1,1,0,1,0,2,2,1,1,1,5,5,4,5,4,2,1,3,5,6
188,2,37,3,2,3,2,1,4,1,1,1,0,0,0,0,1,3,2,2,2,2,1,2,2,1,2,1,1,1,1,1,3,4,5,2,6,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,2,2,4,5,5,4,1,3,4,5,2,6
189,2,34,3,4,2,5,1,3,1,1,1,0,1,1,1,1,3,1,2,1,1,1,2,1,1,2,1,1,1,1,1,4,5,6,2,3,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,2,1,1,1,1,5,5,5,5,2,3,4,5,1,6
190,2,41,3,4,3,5,1,4,1,0,0,0,0,0,1,1,2,4,2,1,1,1,1,2,1,1,1,1,1,1,1,2,5,4,6,3,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,5,5,5,5,5,3,2,4,1,6
191,2,33,3,4,3,2,1,3,1,1,1,1,0,0,0,1,3,1,2,1,1,3,3,1,1,1,1,1,1,1,1,5,4,2,3,6,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,2,2,1,5,5,3,3,1,3,4,5,2,6
192,1,31,3,4,2,2,1,3,1,1,1,1,1,0,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,2,6,3,0,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,1,2,3,4,4,4,4,5,1,2,3,4,6
193,2,38,2,2,3,1,1,4,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,6,5,4,3,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,2,1,1,1,1,1,4,5,2,3,1,6
194,2,20,2,1,2,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,2,2,1,1,1,1,1,1,1,5,1,3,6,4,2,0,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,1,1,4,4,4,5,5,1,4,3,2,6
195,2,26,2,4,2,2,1,3,2,1,1,0,0,1,1,1,2,1,2,3,3,3,3,1,1,2,1,1,1,3,1,6,4,5,2,3,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,4,1,1,2,1,5,5,5,5,3,1,4,5,2,6
196,1,22,2,1,2,1,1,4,2,1,1,0,0,0,1,1,4,4,2,1,1,2,3,1,1,1,1,1,1,1,1,1,6,5,4,3,2,0,1,1,1,0,1,1,0,1,1,1,0,1,1,4,4,3,4,3,4,4,3,3,3,4,2,5,1,6
197,2,21,2,1,2,2,1,4,2,1,1,1,1,1,1,1,3,1,2,1,2,3,3,1,1,1,1,1,1,1,1,6,5,2,3,4,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,4,1,1,1,1,5,5,5,5,4,1,2,5,3,6
198,2,21,2,1,2,2,1,4,1,1,1,0,1,0,0,1,2,4,2,1,1,2,3,1,1,1,1,1,1,1,1,4,5,6,2,1,3,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,2,2,5,4,4,5,2,1,4,5,3,6
199,1,26,2,2,3,2,1,3,1,0,1,0,0,0,0,1,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,5,6,4,3,2,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,3,3,1,2,3,1,1,1,1,5,4,2,3,1,6
200,2,44,3,4,2,2,1,4,1,1,1,0,0,1,1,1,3,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,5,6,3,4,1,1,1,0,0,1,0,0,1,1,1,0,1,0,2,2,2,2,3,4,4,4,5,4,1,3,5,2,6
201,2,40,3,2,2,2,1,3,1,1,1,1,1,0,1,1,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,3,5,6,2,1,4,0,1,1,0,1,2,1,1,1,1,1,1,0,0,2,2,2,2,1,5,5,5,5,1,2,3,5,4,6
202,1,15,1,1,2,1,1,4,2,0,1,1,0,0,1,2,2,4,1,1,1,2,3,2,2,1,1,1,1,1,1,2,6,1,3,4,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,2,2,2,2,2,4,3,4,4,2,6,3,5,1,4
203,2,21,2,1,2,1,1,3,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,6,3,1,5,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,5,2,3,4,1,6
204,2,26,2,2,2,1,1,2,1,1,1,0,1,0,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,4,5,3,6,1,0,0,1,1,2,1,0,1,1,1,0,1,0,2,2,2,2,3,4,2,5,5,1,2,3,4,5,6
205,1,55,3,2,3,2,1,3,1,1,1,1,1,1,1,1,3,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,6,5,4,2,3,0,1,1,1,0,1,0,0,1,1,1,0,1,1,2,2,1,2,1,5,2,5,5,1,2,3,5,4,6
206,2,39,3,2,4,2,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,6,4,2,5,3,0,1,1,0,1,1,0,0,0,0,0,1,0,0,2,2,1,2,3,5,5,5,5,1,2,3,5,4,6
